TELEFONO;OPERADORA;MONTO;ESTABLECIMIENTO;EMPRESA;FECHA_HORA
995872483;Movistar;4.86;UBR* PENDING.UBER.C;UBER;5/2/2024
992594039;CLARO;74.90;Planetcompu;ZOOM;1/3/2024
992071215;Movistar;129.40;AMZN MKTP US AMZN.C;STARPLUS;17/7/2024
987257221;Movistar;5.92;UBR* PENDING.UBER.C;UBER;20/7/2024
959903770;Movistar;188.16;ALMACENES JUAN ELJU;AMAZON;10/5/2024
959903770;Movistar;;;;23/6/2024
979475359;Movistar;117.97;VASARI Y MOZIONI;PAYPAL;15/2/2024
999057007;CLARO;54.87;TIPTI 1 PP;APPLE;9/6/2024
987382070;CNT;89.50;FYBECA;UBER;3/2/2024
995071119;Movistar;;;;2/3/2024
979715876;CLARO;201.99;SHEIN.COM;ZOOM;21/1/2024
984534667;CLARO;3.93;UBR* PENDING.UBER.C;UBER;16/6/2024
999784863;CLARO;4.50;UBR* PENDING.UBER.C;UBER;29/2/2024
998003334;Movistar;265.34;MACYS .COM;MICROSOFT;12/1/2024
991636601;CLARO;70.19;TACA WEB USA PA VI;PAYPAL;24/1/2024
999211124;Movistar;;;;21/3/2024
988670432;CLARO;90.90;CORAL CEIBOS;FACEBOOK;17/7/2024
999462306;CLARO;69.93;Marathon Sport Scal;ZARA;23/4/2024
994493531;CLARO;62.98;CARTER S EL DORADO;SHOPIFY;6/6/2024
992310740;CLARO;51.37;RESTAURANT LA SOCIE;ZARA;2/3/2024
998271212;Movistar;57.00;PENNYROYAL REP DEL ;STARPLUS;25/5/2024
997205011;CLARO;66.20;WAL-MART #1598;PAYPAL;7/4/2024
999784863;CLARO;5.70;UBR* PENDING.UBER.C;UBER;9/2/2024
990401322;Movistar;72.72;BJS WHOLESALE #0111;APPLE;26/2/2024
999205103;CLARO;158.40;HUGO BOSS;GITHUB;28/2/2024
998954085;Movistar;517.25;SUPER SANTAMARIA TU;ZARA;27/5/2024
999205547;CNT;105.98;MEGAMAXI LA SCALA 7;CANVA;19/3/2024
992877763;CLARO;3385.22;CAJAS UNIVERSIDAD S;SHOPIFY;23/6/2024
991633116;CLARO;100.49;GRAN AKI TUMBACO LC;PAYPAL;20/5/2024
969060558;Movistar;89.06;EL PULPO DEL CHEF;ADOBE;19/6/2024
998951892;CLARO;136.91;FARMACIAS CUXIBAMBA;ZARA;9/1/2024
999247230;Movistar;;;;8/7/2024
988069318;CLARO;147.73;HOTEL NH COLLECTION;AMAZON;10/6/2024
989104459;CLARO;53.00;Zamca;ZARA;10/4/2024
998954085;Movistar;;;;18/6/2024
998760598;Movistar;478.19;PLUS MEDICAL SERVIC;STARPLUS;11/1/2024
983248133;Movistar;50.00;PAPPARDELLE RISTORA;APPLE;20/2/2024
997982303;CLARO;57.23;Hiper RIO CEIBOS LC;PAYPAL;11/8/2024
998789849;Movistar;248.53;SUPERMAXI TUMBACO L;GOOGLE;19/1/2024
980385074;CLARO;101.88;SUPERMAXI EL JARDIN;UBER;1/3/2024
993737361;CLARO;160.81;SUPERMAXI CUMBAYA;UBER;9/4/2024
994137444;Movistar;61.29;MEGAMAXI LA SCALA 7;CANVA;25/2/2024
988915986;CLARO;286.09;HM Winnipeg Outlet;GOOGLE;22/4/2024
996480877;CNT;6.32;UBER * PENDING;UBER;2/2/2024
968155317;CLARO;;;;2/8/2024
994460546;CLARO;80.00; Mall del Norte;ADOBE;29/7/2024
997347582;CLARO;;;;25/3/2024
995683943;CLARO;51.83;COMERCIAL KYWI 4;UBER;12/4/2024
982816257;CLARO;220.38;Marathon Pacifico;ZARA;15/1/2024
984680320;CLARO;95.80;SUPERMAXI PLAZA NOR;UBER;21/3/2024
999469905;CLARO;;;;21/4/2024
998719931;Movistar;54.99;SUPER EASY GUAYAQUI;UBER;8/8/2024
995615035;Movistar;51.76;LAS PALMERAS;STARPLUS;26/6/2024
990530879;CLARO;68.74;FYBECA;UBER;24/5/2024
997437349;CLARO;;;;10/3/2024
983395845;Movistar;440.67;KMOTOR;HOSTGATOR;20/6/2024
987209175;Movistar;121.28;HIPER AMBATO;AMAZON;29/5/2024
963090935;Movistar;75.00;STANDARD BUSINESS U;UBER;20/2/2024
990050086;Movistar;416.94;CEX;FACEBOOK;26/5/2024
989982759;CLARO;4.57;UBR* PENDING.UBER.C;UBER;31/8/2024
959403819;CLARO;;;;6/1/2024
997287657;CLARO;;;;4/1/2024
984469939;Movistar;3.82;UB *EATS ECUADOR;UBER;10/1/2024
962002252;CNT;600.00;COMPUTRON SHOPING D;ADOBE;22/7/2024
987135617;Movistar;300.00;HOLCOMB FINANCE LIM;LinkedIn;19/1/2024
984244442;Movistar;58.26;MEGAMAXI LA SCALA 7;CANVA;4/2/2024
994640100;Movistar;84.56;SUKASA PARAISO;ZARA;12/2/2024
991325109;Movistar;10.03;UBR* PENDING.UBER.C;UBER;11/7/2024
981919150;Movistar;9.58;UBR* PENDING.UBER.C;UBER;14/3/2024
987921248;Movistar;13.43;OF;MICROSOFT;11/7/2024
967778594;CLARO;66.35;DIPASO S A;ZARA;7/5/2024
997258936;CLARO;282.21;SUPERMAXI VIA LA CO;CANVA;22/2/2024
999469740;Movistar;;;;29/6/2024
992238800;CLARO;59.07;FYBECA;UBER;26/1/2024
984230207;Movistar;50.77;HiperMarket Machala;CANVA;11/4/2024
997179243;CLARO;89.90;LEMALER;APPLE;11/6/2024
994604800;Movistar;;;;1/2/2024
962861858;CLARO;12217.59;ECO CALDERON CALLE ;MICROSOFT;11/8/2024
992959028;Movistar;65.93;DIFARE S A;ZARA;10/5/2024
962993004;Movistar;143.97;GERARDO ORTIZ CIA L;GOOGLE;18/7/2024
994524489;CLARO;539.49;ZASYLOGIC;ZARA;20/8/2024
986056469;CLARO;4.94;UBR* PENDING.UBER.C;UBER;5/3/2024
995133157;CLARO;11.73;UBER *TRIP HELP.UBE;UBER;17/4/2024
961096817;CNT;5.19;UBER *TRIP;UBER;26/3/2024
998243341;Movistar;82.92;METROAMBULAT;ZARA;21/6/2024
984400854;Movistar;74.14;AMZN Mktp US;STARPLUS;29/1/2024
998521098;Movistar;6.96;UB *EATS ECUADOR;UBER;21/2/2024
958981825;Movistar;21.15;UB *EATS ECUADOR;UBER;31/7/2024
998498867;Movistar;83.91;SUPERMAXI MULTICENT;UBER;11/6/2024
996455461;Movistar;111.00;CEDEGRAN S.A.S.;STARPLUS;17/7/2024
983574585;Movistar;69.99;CALL IT SPRING;GITHUB;3/5/2024
981393936;CLARO;62.85;TODOHOGAR ESMERALDA;HOSTGATOR;22/6/2024
992572126;Movistar;231.43;AL COSTO;PAYPAL;6/5/2024
961141980;Movistar;76.46;TIA S A;ZARA;31/8/2024
992260617;Movistar;22.97;UB *EATS ECUADOR;UBER;16/3/2024
984253382;Movistar;2.69;UBER * PENDING;UBER;23/6/2024
983472686;Movistar;3.50;UBER * PENDING;UBER;21/1/2024
962660599;CLARO;11.57;UB *EATS ECUADOR;UBER;19/6/2024
999208955;CLARO;3.32;UBER *TRIP;UBER;27/7/2024
961249888;CLARO;140.89;SUPER EXITO GARZOTA;UBER;2/4/2024
988934899;CLARO;560.00;VINA DEL MAR;AMAZON;4/4/2024
988019755;Movistar;75.33;MEDIKAL;LinkedIn;26/3/2024
991977253;CLARO;63.75;CANNE;CANVA;19/5/2024
980640294;CLARO;65.82;RESTAURANTE SEGUNDO;ZARA;5/3/2024
984382168;CLARO;138.61;DISTRIVEHIC GYE REP;GOOGLE;18/3/2024
991360339;CLARO;;;;14/8/2024
968031929;CLARO;116.00;EL PALACIO DE LA MO;ADOBE;4/8/2024
939370218;CLARO;57.10;SUPERMAXI TULCAN LC;UBER;17/8/2024
982869500;CNT;720.00;DISTRIBUIDORA LA UN;UBER;25/3/2024
990530879;CLARO;75.95;FYBECA;UBER;28/6/2024
985266722;CLARO;167.94;ETAFASHION SAN MARI;STARPLUS;9/1/2024
995843967;Movistar;80.44;JUGUETON WAYRA PLAZ;ZARA;26/6/2024
989793731;CLARO;96.08;Marathon Pacifico;ZARA;15/4/2024
999812887;Movistar;172.40;SUPERMAXI ALBAN BOR;UBER;12/4/2024
980640294;CLARO;;;;7/7/2024
984499139;CLARO;57.38;CASA PERU;CANVA;5/8/2024
999055579;CLARO;182.50;BURLINGTON STORES 2;STARPLUS;2/8/2024
984679666;Movistar;85.87;SUPERMAXI QUICENTRO;UBER;26/2/2024
989059721;CLARO;55.22;MACYS BACKSTAGE QUE;UBER;30/8/2024
983398961;CLARO;53.32;STOP WINGS AND BEER;UBER;11/5/2024
999548611;Movistar;;;;12/5/2024
985902282;CLARO;53.76;PPX DIORVETT;APPLE;20/1/2024
998062339;Movistar;148.77;TIPTI1 PMZ;AMAZON;28/4/2024
986246388;CLARO;124.80;LAS FRAGANCIAS EL C;FACEBOOK;28/6/2024
983340243;CLARO;1361.35;TERMALIMEX;APPLE;19/3/2024
995866436;CLARO;;;;25/3/2024
980417447;Movistar;;;;18/1/2024
984649749;Movistar;4.16;UBR* PENDING.UBER.C;UBER;19/3/2024
998785976;CLARO;250.00; Quicentro;UBER;26/8/2024
984473818;Movistar;;;;11/4/2024
995852337;CLARO;;;;11/4/2024
998234579;CLARO;81.47;DIARCA;ZARA;22/2/2024
990590887;Movistar;41.99;www aliexpress com;MICROSOFT;2/5/2024
981919150;Movistar;9.95;UBR* PENDING.UBER.C;UBER;14/5/2024
993912619;Movistar;80.72;AMZN Mktp US;STARPLUS;28/4/2024
996687493;CLARO;659.56;3602 Madrid;GODADDY;2/6/2024
991341582;CLARO;13.46;GOOGLE *ADS99374040;GOOGLE;29/7/2024
998555747;Movistar;;;;17/4/2024
998179411;Movistar;163.36;AMOTAPE CK SOLES;GOOGLE;8/8/2024
999295073;CLARO;1050.00;GAD DEL CANTON MEJI;ADOBE;14/6/2024
998792979;CLARO;57.77;TIPTI1 PMZ;AMAZON;4/6/2024
995932674;Movistar;62.62;227ITALY QUICENTRO;UBER;5/1/2024
984775204;CLARO;149.21;JUGUETON MIRAFLORES;MICROSOFT;31/3/2024
963489967;CLARO;300.89;SUPER AKI DEL CONDO;UBER;27/2/2024
992737963;CLARO;84.92;FEDERER BERNA GOURM;UBER;10/1/2024
969934895;CLARO;149.24;MEGAKYWI CUENCA;CANVA;12/3/2024
994705607;CLARO;102.55;ESTACION DE SERVICI;ADOBE;28/1/2024
992668887;CLARO;62.99;SUPERMAXI EL JARDIN;UBER;5/6/2024
994494495;CLARO;93.70;SUPERMAX GRANDA CEN;UBER;19/4/2024
999295073;CLARO;;;;31/8/2024
987384295;Movistar;72.49;FYBECA;UBER;4/5/2024
995793982;Movistar;61.40;SUPER SANTAMARIA OF;MICROSOFT;9/6/2024
995066452;CLARO;60.00;PF CHANGS QUITO;CANVA;13/8/2024
999065322;CLARO;;;;4/5/2024
997148228;CLARO;93.63;FYBECA;UBER;26/8/2024
999701701;Movistar;173.73;H&M Giessen 1DE;ADOBE;4/4/2024
994504718;CNT;56.31;Revolut**3587*;STARPLUS;29/4/2024
968616180;Movistar;100.00; Plaza de Toros;ADOBE;24/6/2024
998306605;CLARO;2.77;UBER * PENDING;UBER;10/3/2024
995808379;CLARO;66.00;SOMOS;ZOOM;20/8/2024
990401322;Movistar;411.44;BJS WHOLESALE #0111;APPLE;15/4/2024
980417447;Movistar;;;;24/7/2024
987678414;Movistar;;;;7/1/2024
998010862;Movistar;;;;28/4/2024
997101411;CLARO;3.77;UBER * PENDING;UBER;1/6/2024
999802809;CLARO;159.76;AIRBNB * HMBMY2ZYXD;AIRBNB;28/6/2024
999040956;CLARO;74.88;PnP Crp Waterfront;MICROSOFT;5/2/2024
984951250;Movistar;11.29;Revolut**1934*;STARPLUS;13/8/2024
994623816;CLARO;158.06;TIPTI 1 PP;APPLE;21/6/2024
994264779;CLARO;112.45;SUPERMAXI QUICENTRO;UBER;30/1/2024
989179407;CLARO;84.21;MEGAMAXI LOS CEIBOS;MICROSOFT;15/5/2024
987274350;CLARO;;;;17/1/2024
983349642;Movistar;62.09;MEGAMAXI SAN LUIS L;GOOGLE;22/7/2024
997576137;CLARO;78.37;MEGAMETALES SA;APPLE;10/1/2024
982869500;CNT;720.00;DISTRIBUIDORA LA UN;UBER;3/7/2024
983120460;Movistar;59.24;MI COMISARIATO VILL;MICROSOFT;16/6/2024
989179407;CLARO;;;;15/2/2024
984430071;CLARO;12.46;UB *EATS ECUADOR;UBER;14/6/2024
993232524;CLARO;;;;13/4/2024
995302843;Movistar;60.00;VIVEROS PLANTILANDI;LinkedIn;22/5/2024
984686752;CLARO;2.32;UBR* PENDING.UBER.C;UBER;26/6/2024
988551585;CLARO;1.70;UBR* PENDING.UBER.C;UBER;20/4/2024
991473096;CLARO;15.49;UB *EATS ECUADOR;UBER;19/2/2024
993581821;CNT;51.99;ROYALTEX S.A;STARPLUS;21/5/2024
999327721;CLARO;12.89;UB *EATS ECUADOR;UBER;19/3/2024
987734163;Movistar;;;;26/4/2024
999100659;CLARO;55.94;Marathon Sport Mona;ZARA;4/6/2024
992826146;Movistar;220.02;JOYERIA GUILLERMO V;CANVA;13/1/2024
991845227;CLARO;;;;6/7/2024
998870273;Movistar;105.96;BOCATTO DA FIORENTI;GODADDY;18/3/2024
989844818;CLARO;92.00;ALMACEN MONTOYA;AMAZON;3/2/2024
939269494;CLARO;61.80;RAPPI PMZ;AMAZON;4/6/2024
986947240;CLARO;;;;13/2/2024
980891646;CLARO;84.66;GLORIA SALTOS RIOCE;HOSTGATOR;10/6/2024
979367737;Movistar;151.31;SUPERMAXI CIUDAD CO;UBER;14/5/2024
968731835;CLARO;164.76;TERMALIMEX;APPLE;19/4/2024
991065216;CLARO;83.00;EL CHACAL PARRILLA;ADOBE;14/6/2024
998207289;Movistar;340.00;HUNTING BRANDS SHOP;SHOPIFY;25/7/2024
963832169;Movistar;60.00; Aki 15 de Abri;AIRBNB;2/8/2024
986113349;CNT;;;;5/7/2024
983519743;Movistar;224.64;FYBECA;UBER;4/8/2024
999739539;Movistar;51.00;EL GRAN CAFE BOLIVA;ADOBE;24/4/2024
999104744;CLARO;185.29;Marathon Sport Mach;ZARA;18/2/2024
991929452;CLARO;;;;25/1/2024
984166361;Movistar;;;;9/3/2024
992941602;Movistar;;;;19/8/2024
996998289;CNT;50.00; Village Plaza;PAYPAL;25/8/2024
964127469;Movistar;230.00; Guayaquil;PAYPAL;19/8/2024
987132975;Movistar;;;;23/6/2024
995133157;CLARO;2.36;UBR* PENDING.UBER.C;UBER;10/6/2024
984025034;Movistar;5.29;UBR* PENDING.UBER.C;UBER;30/5/2024
984996302;CLARO;2.30;UBER * PENDING;UBER;23/8/2024
986822226;CLARO;5.49;UBER * PENDING;UBER;29/4/2024
990135517;Movistar;8.31;UB *EATS ECUADOR;UBER;25/5/2024
985246717;Movistar;5.36;UBER *TRIP;UBER;7/4/2024
989471346;CLARO;50.00; Milagro;MICROSOFT;25/4/2024
982253150;CNT;80.00; Cruz Azul Baba;AIRBNB;3/3/2024
999036020;Movistar;60.00; Villaflora;ZARA;25/3/2024
986247665;Movistar;250.80;MUNICIPIO DE QUITO ;ADOBE;21/6/2024
999009159;Movistar;506.00;PAYPAL *XMARTEK LLC;PAYPAL;31/3/2024
999784863;CLARO;5.90;UBR* PENDING.UBER.C;UBER;8/3/2024
986215977;CLARO;;;;10/6/2024
984534667;CLARO;4.93;UBR* PENDING.UBER.C;UBER;6/4/2024
959573337;CLARO;56.16;ETS PUBLIC DU MUSEE;NETFLIX;2/3/2024
998269154;Movistar;170.49;CLUB DE LEONES;ADOBE;21/3/2024
959484169;CLARO;297.00;Super Mercado del c;FACEBOOK;22/5/2024
968067741;CLARO;90.00;MONTUBIO COCINA MAN;AMAZON;20/2/2024
998205267;Movistar;;;;16/1/2024
999244281;CLARO;76.75;ARRARRAY;ZARA;9/8/2024
992783802;Movistar;86.36;MANSUERA TUMBACO;UBER;21/3/2024
984273189;CLARO;1453.47;CONSTRUMERCADO S A ;ZARA;24/6/2024
959758518;CLARO;137.20;GRAIMAN;AMAZON;23/3/2024
997745100;CLARO;66.35;ZURICH ECUADOR QUIT;ADOBE;22/3/2024
995383923;CLARO;78.40;PMZ EC DOMINIOS ECU;ADOBE;7/7/2024
988462827;CLARO;50.00;SUPER SANTAMARIA OF;MICROSOFT;24/6/2024
983844053;Movistar;126.48;MEGAKYWI TUMBACO;AMAZON;3/2/2024
995547638;Movistar;170.31;SRI P2P;APPLE;18/8/2024
998645637;Movistar;110.00; Centro Ambato;AMAZON;11/2/2024
995422059;CLARO;77.08;E.S.LA CLARIANA;CANVA;23/3/2024
984321342;CLARO;66.74;Puma;AMAZON;19/4/2024
984678769;CLARO;16.17;PAYPAL *EDGARVERANO;PAYPAL;20/2/2024
986172490;CLARO;713.48;ALM LA GANGA;PAYPAL;10/2/2024
998326996;Movistar;168.14;MACROMODA S A ZARA;ZARA;8/6/2024
996876597;CNT;472.83;SUPERMAXI ELOY ALFA;UBER;29/7/2024
999002665;Movistar;71.81;Hiper AlbAn Borja L;GOOGLE;26/6/2024
998080444;Movistar;205.63;TICKETSTAR365.COM;ZARA;19/6/2024
982687883;CLARO;;;;5/4/2024
996018221;CNT;1.50;UBER * PENDING;UBER;19/5/2024
994938068;CLARO;187.57;TACA WEB USA PA MC;PAYPAL;21/8/2024
999770167;Movistar;373.43;AMZN Mktp US;STARPLUS;10/1/2024
992647139;Movistar;146.54;Marathon Sport Quic;ZARA;16/1/2024
994013777;CLARO;85.00;BATTERY CENTRO IMPO;UBER;24/7/2024
996462129;CLARO;176.80;HOTEL DEL MAR EVENT;AMAZON;15/1/2024
987481162;Movistar;2.14;UBR* PENDING.UBER.C;UBER;2/4/2024
996008389;Movistar;152.50;CHORIGOL SHYRIS;HOSTGATOR;24/8/2024
980709117;CLARO;;;;30/7/2024
993101673;CLARO;97.84;SUPERMAXI MILAGRO L;GOOGLE;19/3/2024
984057567;CLARO;2.00;UBER *TRIP;UBER;4/4/2024
983309544;Movistar;13.41;UBR* PENDING.UBER.C;UBER;28/3/2024
999766100;Movistar;224.57;PETSMART # 0291;ZARA;3/2/2024
997956265;CLARO;264.33;PC OUTLET GU;GOOGLE;26/1/2024
984567938;CLARO;223.27;BUEN PLAN P2P;APPLE;12/6/2024
997234349;Movistar;109.27;ANAHUAC CANCUN;CANVA;22/1/2024
994369958;CLARO;143.65;OPE HOSP ANGELES PE;SKYPE;16/3/2024
999906089;Movistar;2058.47;DISTRIBUIDORA BOLIC;ZARA;27/8/2024
999230689;Movistar;2.59;UBR* PENDING.UBER.C;UBER;6/2/2024
996008511;CLARO;207.78;TICKETSHOW S A PMZ;ZARA;27/6/2024
987995322;Movistar;119.00;WATCH OUT SCALA;MICROSOFT;27/2/2024
994313056;CLARO;55.93;TIA S A;ZARA;9/3/2024
996528890;CLARO;83.78;ORIFLAME DEL ECUADO;ADOBE;10/1/2024
992837483;Movistar;366.13;SU AUTO;HOSTGATOR;2/6/2024
993907212;CLARO;73.00;SUPERMAXI MILAGRO 3;UBER;19/1/2024
984584386;Movistar;300.00; Plaza Puruha;PAYPAL;21/7/2024
999146585;CLARO;136.64;DIORVETT CIA. LTDA.;CANVA;4/3/2024
991580000;CLARO;;;;29/4/2024
993786567;CLARO;170.00; Cruz Azul Baba;AIRBNB;20/1/2024
997967473;CLARO;2.99;APPLE.COM/BILL;APPLE;3/7/2024
981661155;CLARO;150.00; Quicentro Sur;UBER;30/3/2024
987302481;Movistar;90.00; Edificio Quila;NETFLIX;19/1/2024
984977967;Movistar;7.86;UB *EATS ECUADOR;UBER;27/3/2024
984584386;Movistar;200.00; Plaza Puruha;PAYPAL;3/5/2024
988338391;Movistar;110.00; Mall del Sol;GOOGLE;30/5/2024
959750072;CLARO;52.69;SUPERMAXI;UBER;27/1/2024
998311530;CLARO;;;;15/6/2024
995618314;CLARO;5.59;UBER * PENDING;UBER;3/2/2024
990316041;CLARO;109.96;PINTULAC EL TINGO;ADOBE;27/2/2024
986689596;Movistar;82.17;HIPER PRENSA;UBER;8/1/2024
984889580;CLARO;81.10;KYWI SAMBORONDON;AMAZON;13/6/2024
995707385;Movistar;16.19;UB *EATS ECUADOR;UBER;23/1/2024
999721346;Movistar;76.60;JUGUETON BOSQUE LC ;UBER;22/8/2024
983913854;CLARO;137.34;PUNTO AZUL EC;ADOBE;30/8/2024
981419652;CLARO;;;;20/1/2024
987711387;Movistar;;;;5/3/2024
999351014;CLARO;299.56;ATC*HOTELLOSPARRALE;ZARA;4/5/2024
988915986;CLARO;130.54;adidas 2024 Winnepe;GODADDY;16/4/2024
999785468;Movistar;83.30;SUPERMAXI TUMBACO L;GOOGLE;23/5/2024
997438163;CLARO;65.00;L'OCCITANE VILLAGE;LinkedIn;10/6/2024
967485927;CLARO;;;;16/2/2024
997126742;CLARO;;;;7/3/2024
997976376;CLARO;330.00;DENTAL LOGIC;NETFLIX;5/1/2024
984770243;Movistar;91.09;SUPERMAXI PL AMERIC;STARPLUS;16/5/2024
999429583;CLARO;;;;27/8/2024
987509888;Movistar;73.98;DISTRIBUIDORA A R;UBER;9/4/2024
999735366;Movistar;60.00;DR.REZA SHAPOURIFAR;SHOPIFY;20/4/2024
999822726;Movistar;;;;28/1/2024
980032017;CLARO;70.37;SUPERMAXI LA PRADER;UBER;6/4/2024
984838668;Movistar;62.69;GRAN AKI MOLINEROS ;AIRBNB;20/5/2024
994364746;CLARO;140.00;INTEGRA VISION;UBER;28/5/2024
998577030;Movistar;164.39;MARATHON SPORTS;ZARA;6/7/2024
987354112;CLARO;249.67;LACOSTE.COM/US;STARPLUS;12/8/2024
987275893;Movistar;4.27;UBR* PENDING.UBER.C;UBER;24/5/2024
960099111;CNT;50.00; Mall del Sur  ;UBER;11/1/2024
987597648;CLARO;3.85;UBR* PENDING.UBER.C;UBER;4/5/2024
984681789;Movistar;10.00;BET365;UBER;8/2/2024
983846304;CLARO;5.40;UBR* PENDING.UBER.C;UBER;22/3/2024
992583449;Movistar;164.69;PUNTO PIEL;PAYPAL;20/7/2024
994487024;Movistar;129.00;CANDELARE MPOS;CANVA;12/8/2024
958637211;CLARO;2.39;UBR* PENDING.UBER.C;UBER;8/5/2024
995121105;CLARO;145.66;SUPERMAXI SAN GABRI;UBER;1/2/2024
999482595;CLARO;67.20;LATAM AIRLINES ECUA;AIRBNB;15/7/2024
980670022;Movistar;200.00; Totoracocha;ZARA;29/4/2024
963170537;Movistar;160.00; Aki 15 de Abri;AIRBNB;26/6/2024
986111165;CLARO;70.00; City Mall;AMAZON;31/1/2024
993671949;Movistar;;;;3/8/2024
968327666;CLARO;962.84;MOTRANSA/MOTORISA R;UBER;1/6/2024
995041942;Movistar;216.76;PINTURAS CONDOR S.A;STARPLUS;19/1/2024
986475416;CLARO;66.36;MARATHON SPORTS;ZARA;17/5/2024
998581576;Movistar;58.90;MEGAMAXI LA SCALA 7;CANVA;13/4/2024
997071643;CNT;105.30;SUPERMAXI EL JARDIN;UBER;3/2/2024
994487024;Movistar;;;;24/7/2024
995121105;CLARO;;;;12/6/2024
987462893;Movistar;1326.00;IESS ROTATIVO WEB V;CANVA;12/7/2024
993245699;CLARO;95.20;TIPTI1 PMZ;AMAZON;21/8/2024
984010753;CLARO;50.40;AMERICAN AIRLINE IN;LinkedIn;12/6/2024
999533767;CLARO;60.03;JUGUETON EL BATAN 3;ADOBE;17/8/2024
999480580;CLARO;;;;17/2/2024
981068523;Movistar;34.63;UB *EATS ECUADOR;UBER;31/5/2024
984628502;Movistar;281.99;IESS ROTATIVO WEB V;CANVA;30/1/2024
980667956;CNT;23.55;UB *EATS ECUADOR;UBER;25/3/2024
987261314;CLARO;2.88;UBR* PENDING.UBER.C;UBER;13/3/2024
995130738;CLARO;76.98;MODA HOGAR DE PRATI;HOSTGATOR;29/1/2024
981903352;CLARO;720.00;LATINOMEDICAL S A;ZARA;19/2/2024
984879103;Movistar;50.30;LOS CEBICHES DE LA ;MICROSOFT;4/4/2024
998708238;Movistar;58.51;SI VATEX PARQUE CAL;UBER;10/4/2024
995867226;Movistar;52.00;TVENTAS MEGA KYWI;AMAZON;5/4/2024
983697467;CLARO;64.00;LAVUU COSMETICS;ZOOM;19/1/2024
995221623;CLARO;72.50;MEGAMAXI SCALA 1716;CANVA;12/8/2024
992898478;Movistar;;;;15/6/2024
979668534;CLARO;;;;11/3/2024
998742249;CLARO;3.66;UBER *TRIP;UBER;24/4/2024
996622156;CLARO;7.31;UBER *TRIP;UBER;26/8/2024
992769634;Movistar;2.18;UBER * PENDING;UBER;18/6/2024
983325972;Movistar;50.91;FYBECA;UBER;26/1/2024
999702515;Movistar;50.22;EL BATAN;ADOBE;12/1/2024
983834569;Movistar;6.55;UB *EATS ECUADOR;UBER;9/7/2024
994451829;CLARO;;;;26/7/2024
992882003;Movistar;6.40;UBR* PENDING.UBER.C;UBER;29/2/2024
997822215;CLARO;;;;29/4/2024
997289447;Movistar;3.55;UBER * PENDING;UBER;18/5/2024
982929898;CLARO;110.50;VICTORIAS SECRET;ZARA;21/8/2024
999212763;CLARO;67.60;MEGAMAXI EL CONDADO;ADOBE;18/3/2024
998910563;Movistar;100.00;Ecuabet- Fundacion ;UBER;6/1/2024
985636089;CLARO;;;;27/4/2024
984634868;CLARO;60.00; Mobil Miravall;CANVA;22/8/2024
990492769;Movistar;93.43;TACA WEB USA PA MC;PAYPAL;18/7/2024
999212763;CLARO;;;;7/6/2024
987045215;CLARO;75.00;DR OSCAR GILBERT;UBER;12/1/2024
984922302;CLARO;56.07;SUPERMAXI ELOY ALFA;UBER;25/8/2024
999213616;CLARO;434.72;AVIANCA IATA;ZARA;29/6/2024
995690398;CNT;71.35;QUESERA BOLIVAR SAL;PAYPAL;4/5/2024
992547379;CNT;;;;25/5/2024
984881944;Movistar;;;;4/5/2024
999709548;Movistar;90.12;EL CHACAL PARRILLA;ADOBE;12/7/2024
967163906;CLARO;2436.12;DIGICENTER S A QUI;ZARA;10/5/2024
999118758;CLARO;;;;9/2/2024
962204077;CNT;70.00;INC INSTITUTO DE NE;NETFLIX;23/1/2024
999118758;CLARO;114.82;TVENTAS EL BOSQUE;UBER;23/3/2024
980381643;Movistar;69.97;LC WAIKIKI MALL DEL;PAYPAL;17/8/2024
984287333;Movistar;3.06;Uber *UBER *TRIP;UBER;15/3/2024
991911231;CLARO;;;;26/8/2024
984881944;Movistar;2167.48;IESS ROTATIVO WEB V;CANVA;8/2/2024
984047359;Movistar;;;;9/6/2024
994215215;CLARO;790.62;IBERIA USD-USD;STARPLUS;3/5/2024
986639874;CLARO;145.00;TOM S STEAK HOUSE;SHOPIFY;6/8/2024
986639874;CLARO;;;;6/1/2024
986801268;CLARO;8.19;UBER * PENDING;UBER;10/6/2024
998704568;Movistar;1.99;GOOGLE *Niantic Inc;GOOGLE;25/4/2024
969049524;Movistar;129.20;MACROMODA S A ZARA;ZARA;29/7/2024
995682000;Movistar;211.10;YOUNG LIVING RP;STARPLUS;18/6/2024
983996350;CLARO;72.58;TICKETSTAR365.COM;ZARA;6/8/2024
997751012;CLARO;15.05;UB *EATS ECUADOR;UBER;5/4/2024
992721746;Movistar;56.90;GONET;GOOGLE;9/3/2024
997135574;Movistar;56.45;LOS CEBICHES DE LA ;MICROSOFT;5/5/2024
960712300;CLARO;53.00;TOTY BOUTIQUE 2;Spotify;13/4/2024
993306955;CLARO;12.00;UB *EATS ECUADOR;UBER;7/4/2024
994392288;CLARO;11.38;UB *EATS ECUADOR;UBER;12/1/2024
991611089;CLARO;6.32;UBR* PENDING.UBER.C;UBER;19/7/2024
992514666;Movistar;6.80;UBER * PENDING;UBER;22/6/2024
984834966;CLARO;321.37;LATINOMEDICAL KS;FACEBOOK;14/1/2024
998770017;CLARO;119.00;OSODEANTEOJOS;ZOOM;12/6/2024
